priority,name,matched_url
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-soho
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-southbank-waterloo-where-to-eat
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-stoke-newington
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-stratford-westfield-east-london
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-tooting
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-vauxhall-south-london
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-victoria-pimlico-london
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-westminster-parliament-london
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-wimbledon
2,London Eater map articles,https://london.eater.com/maps/best-restaurants-woolwich-plumstead-south-east-london
2,London Eater map articles,https://london.eater.com/maps/best-rice-dishes-london-tahdig-paella-jollof-nurungji
2,London Eater map articles,https://london.eater.com/maps/best-romantic-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-rooftop-bars-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-rum-bars-cocktails-london
2,London Eater map articles,https://london.eater.com/maps/best-russian-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-sandwiches-london
2,London Eater map articles,https://london.eater.com/maps/best-sausages-london-restaurant-dishes
2,London Eater map articles,https://london.eater.com/maps/best-seafood-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-secret-gardens-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/best-set-menus-london-restaurant-deals
2,London Eater map articles,https://london.eater.com/maps/best-shawarma-london
2,London Eater map articles,https://london.eater.com/maps/best-snacks-east-london-food
2,London Eater map articles,https://london.eater.com/maps/best-snacks-london-restaurants-central
2,London Eater map articles,https://london.eater.com/maps/best-soft-serve-london
2,London Eater map articles,https://london.eater.com/maps/best-south-indian-restaurants-london-kerala-tamil-hyderabad
2,London Eater map articles,https://london.eater.com/maps/best-southall-restaurants-indian-cuisine
2,London Eater map articles,https://london.eater.com/maps/best-spanish-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-special-occasion-restaurants-london-splurge-meals
2,London Eater map articles,https://london.eater.com/maps/best-sri-lankan-restaurants-london-hoppers-jaffna-appam
2,London Eater map articles,https://london.eater.com/maps/best-steak-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-summer-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-sunday-roast-london-restaurants-pubs
2,London Eater map articles,https://london.eater.com/maps/best-sushi-london
2,London Eater map articles,https://london.eater.com/maps/best-tacos-mexican-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-takeaway-restaurant-delivery-london-west
2,London Eater map articles,https://london.eater.com/maps/best-tasting-menus-london-restaurants-michelin-stars
2,London Eater map articles,https://london.eater.com/maps/best-tea-shops-london
2,London Eater map articles,https://london.eater.com/maps/best-thanksgiving-dinners-london-restaurants-2019
2,London Eater map articles,https://london.eater.com/maps/best-tiramisu-italian-dessert-london
2,London Eater map articles,https://london.eater.com/maps/best-trinidadian-roti-caribbean-food-london-restaurant-guide
2,London Eater map articles,https://london.eater.com/maps/best-turkish-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-valentines-day-dinner-london-restaurants-2020
2,London Eater map articles,https://london.eater.com/maps/best-valentines-day-meal-kits-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-central-london-cheap-eats-not-cheap
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-east-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-north-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-south-east-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-south-west-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-value-restaurants-west-london-cheap-not-cheap-eats
2,London Eater map articles,https://london.eater.com/maps/best-vegan-fast-food-plant-based-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-vegetarian-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-vietnamese-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-western-indian-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/best-wine-bars-london
2,London Eater map articles,https://london.eater.com/maps/best-wine-bars-london-terrace-outdoor
2,London Eater map articles,https://london.eater.com/maps/best-wine-bars-natural-london-pet-nat
2,London Eater map articles,https://london.eater.com/maps/best-wine-drink-sherry-bars-london-spanish-restaurants
2,London Eater map articles,https://london.eater.com/maps/best-wine-lists-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/best-wings-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/bone-broth-soup-best-winter-warmer-meals-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/borough-market-best-restaurants-opening-times
2,London Eater map articles,https://london.eater.com/maps/cheese-best-places-london-delis-restaurants-london-fondue-raclette-cheeseboard-toasties
2,London Eater map articles,https://london.eater.com/maps/classic-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/east-dulwich-restaurants-10-best-london-places-to-eat
2,London Eater map articles,https://london.eater.com/maps/eat-out-to-help-out-restaurants-london-best
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-best-places-to-eat-carshalton-and-wallington
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-boris-johnson-family-friendly-restaurants-uxbridge-south-ruislip
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-canvassing-best-restaurants-chipping-barnet
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-kensington-best-london-restaurants-pubs
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-marginal-dagenham-rainham-best-restaurants-canvassing
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-marginal-richmond-park-best-restuarants
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-marginals-finchley-golders-green-best-restaurants
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-where-to-eat-cities-of-london-westminster
2,London Eater map articles,https://london.eater.com/maps/general-election-2019-wimbledon-constituency-best-restaurants
2,London Eater map articles,https://london.eater.com/maps/general-election-marginals-best-restaurants-chingford-woodford-green
2,London Eater map articles,https://london.eater.com/maps/general-election-where-to-eat-canvassing-hendon
2,London Eater map articles,https://london.eater.com/maps/hot-items-for-sale-central-london-restaurants-coronavirus-lockdown
2,London Eater map articles,https://london.eater.com/maps/iconic-dishes-london-best-restaurant-dishes
2,London Eater map articles,https://london.eater.com/maps/imitation-foods-london-restaurants-history
2,London Eater map articles,https://london.eater.com/maps/london-best-jerk-chicken-jamaican-jerk-restaurants
2,London Eater map articles,https://london.eater.com/maps/london-best-old-school-italian-restaurants
2,London Eater map articles,https://london.eater.com/maps/london-marathon-2019-food-drink-restaurants
2,London Eater map articles,https://london.eater.com/maps/london-restaurants-best-views
2,London Eater map articles,https://london.eater.com/maps/londons-best-hidden-restaurants
2,London Eater map articles,https://london.eater.com/maps/maida-vale-queens-park-best-london-restaurants-guide
2,London Eater map articles,https://london.eater.com/maps/michelin-bib-gourmand-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/michelin-star-london-restaurants-eat-out-help-out-list
2,London Eater map articles,https://london.eater.com/maps/michelin-star-restaurant-set-menus-lunch-deals-london
2,London Eater map articles,https://london.eater.com/maps/most-instagrammable-dishes-london-restaurants-2019
2,London Eater map articles,https://london.eater.com/maps/mothers-day-gifts-2021-meal-kits-restaurant-delivery
2,London Eater map articles,https://london.eater.com/maps/new-years-eve-2022-best-london-restaurant-bar
2,London Eater map articles,https://london.eater.com/maps/nonalcoholic-cocktails-london-best-bars
2,London Eater map articles,https://london.eater.com/maps/nowruz-2022-best-persian-food-london
2,London Eater map articles,https://london.eater.com/maps/oldest-bakeries-london
2,London Eater map articles,https://london.eater.com/maps/oldest-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/oysters-best-bars-restaurants-london
2,London Eater map articles,https://london.eater.com/maps/pie-and-mash-shops-london
2,London Eater map articles,https://london.eater.com/maps/politicians-favourite-london-restaurants-boris-johnson-jeremy-corbyn-general-election-2019
2,London Eater map articles,https://london.eater.com/maps/ramadan-2022-iftar-suhoor-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/restaurants-open-christmas-day-london
2,London Eater map articles,https://london.eater.com/maps/restaurants-open-on-monday-london-best
2,London Eater map articles,https://london.eater.com/maps/solo-dining-london-restaurants
2,London Eater map articles,https://london.eater.com/maps/super-bowl-lvi-2022-where-to-watch-london-restaurants-bars-pubs
2,London Eater map articles,https://london.eater.com/maps/sustainable-meat-london-restaurants-nose-to-tail-butchers
2,London Eater map articles,https://london.eater.com/maps/suya-west-african-barbecue-yaji-nigeria-ghana-london
2,London Eater map articles,https://london.eater.com/maps/takeaway-pints-london-best-craft-beer-pubs-bottleshops
2,London Eater map articles,https://london.eater.com/maps/trendy-restaurants-london-celebrities
2,London Eater map articles,https://london.eater.com/maps/watch-football-london-pubs
2,London Eater map articles,https://london.eater.com/maps/westfield-london-restaurants-white-city
2,London Eater map articles,https://london.eater.com/maps/westfield-stratford-restaurants-food-drink
2,London Eater map articles,https://london.eater.com/maps/where-to-eat-best-restaurants-campaigning-enfield-southgate
2,London Eater map articles,https://london.eater.com/maps/where-to-eat-best-restaurants-in-putney
2,London Eater map articles,https://london.eater.com/maps/where-to-eat-pastry-london-pie-room-holborn-dining-room-hedone-bakery
3,Best vegan restaurants London,https://www.eater.com/maps/best-vegan-restaurants-london
3,Michelin-starred London restaurants,https://www.eater.com/maps/michelin-star-restaurants-london
3,London where-to-eat map,https://www.eater.com/maps/london-where-to-eat-map
3,Old London heat map 1,https://www.eater.com/maps/the-eater-london-heat-map-where-to-eat-right-now
3,Old London heat map 2,https://www.eater.com/maps/the-eater-london-heat-map-where-to-eat-right-now-3
4,London Eater venue pages,https://london.eater.com/venue/100971/cadet
4,London Eater venue pages,https://london.eater.com/venue/100972/b-nh-m-hoi-an
4,London Eater venue pages,https://london.eater.com/venue/100973/thattukada-3
4,London Eater venue pages,https://london.eater.com/venue/100977/kaieteur-kitchen-2
4,London Eater venue pages,https://london.eater.com/venue/100978/nandine-2
4,London Eater venue pages,https://london.eater.com/venue/102046/hiba-taboun
4,London Eater venue pages,https://london.eater.com/venue/103204/oren-2
4,London Eater venue pages,https://london.eater.com/venue/103205/cloud-land-yu-jian-yun-nan
4,London Eater venue pages,https://london.eater.com/venue/103206/wong-kei-2
4,London Eater venue pages,https://london.eater.com/venue/106035/yuki-bar
4,London Eater venue pages,https://london.eater.com/venue/108885/maison-st-cassien-2
4,London Eater venue pages,https://london.eater.com/venue/108886/house-restaurant
4,London Eater venue pages,https://london.eater.com/venue/109659/otto-s
4,London Eater venue pages,https://london.eater.com/venue/110749/sketch-lecture-room-library
4,London Eater venue pages,https://london.eater.com/venue/110750/restaurant-story
4,London Eater venue pages,https://london.eater.com/venue/110751/river-caf-2
4,London Eater venue pages,https://london.eater.com/venue/110756/scott-s-2
4,London Eater venue pages,https://london.eater.com/venue/110757/poilane
4,London Eater venue pages,https://london.eater.com/venue/111319/pickle
4,London Eater venue pages,https://london.eater.com/venue/111508/the-wren-2
4,London Eater venue pages,https://london.eater.com/venue/111511/wrap-it-up
4,London Eater venue pages,https://london.eater.com/venue/111512/the-good-earth-2
4,London Eater venue pages,https://london.eater.com/venue/111513/hunan-2
4,London Eater venue pages,https://london.eater.com/venue/111518/yokoya-2
4,London Eater venue pages,https://london.eater.com/venue/111519/nandine-3
4,London Eater venue pages,https://london.eater.com/venue/111522/a-bar-with-shapes-for-a-name
4,London Eater venue pages,https://london.eater.com/venue/111552/costa-azul-2
4,London Eater venue pages,https://london.eater.com/venue/111553/brat-2
4,London Eater venue pages,https://london.eater.com/venue/111562/isla-ray-2
4,London Eater venue pages,https://london.eater.com/venue/111603/takahashi-2
4,London Eater venue pages,https://london.eater.com/venue/111604/dinings-2
4,London Eater venue pages,https://london.eater.com/venue/111605/ohisama
4,London Eater venue pages,https://london.eater.com/venue/111607/12th-knot
4,London Eater venue pages,https://london.eater.com/venue/111610/blacklock-2
4,London Eater venue pages,https://london.eater.com/venue/111618/shoryu-ramen-2
4,London Eater venue pages,https://london.eater.com/venue/111649/dean-street-townhouse-2
4,London Eater venue pages,https://london.eater.com/venue/111655/auld-shillelagh
4,London Eater venue pages,https://london.eater.com/venue/111671/yard-sale-pizza-3
4,London Eater venue pages,https://london.eater.com/venue/111675/light-house
4,London Eater venue pages,https://london.eater.com/venue/111680/momo-roti-2
4,London Eater venue pages,https://london.eater.com/venue/111743/vrisaki-2
4,London Eater venue pages,https://london.eater.com/venue/111758/viet-baguette
4,London Eater venue pages,https://london.eater.com/venue/112766/le-d-lice-in-the-park
4,London Eater venue pages,https://london.eater.com/venue/113388/the-yellow-bittern
4,London Eater venue pages,https://london.eater.com/venue/113396/kate-s-cafe
4,London Eater venue pages,https://london.eater.com/venue/113398/chishuru-2
4,London Eater venue pages,https://london.eater.com/venue/11367/shake-shack
4,London Eater venue pages,https://london.eater.com/venue/11368/balthazar
4,London Eater venue pages,https://london.eater.com/venue/11369/chop-shop
4,London Eater venue pages,https://london.eater.com/venue/115267/ambassadors-clubhouse
4,London Eater venue pages,https://london.eater.com/venue/115268/ikoyi-2
4,London Eater venue pages,https://london.eater.com/venue/115269/goodbye-horses
4,London Eater venue pages,https://london.eater.com/venue/115593/sister-7-at-fidelity
4,London Eater venue pages,https://london.eater.com/venue/115594/for-t
4,London Eater venue pages,https://london.eater.com/venue/115595/hong-kong-wonton
4,London Eater venue pages,https://london.eater.com/venue/115597/reggie-s-pizza
4,London Eater venue pages,https://london.eater.com/venue/115598/lena
4,London Eater venue pages,https://london.eater.com/venue/115599/andhra-bhavan
4,London Eater venue pages,https://london.eater.com/venue/115600/m-l-chinese-restaurant
