batch_order,batch_key,batch_folder,input_row_number,url
1,maps,01_maps,250,https://london.eater.com/maps/best-cheese-toasties-london-grilled-cheese
1,maps,01_maps,251,https://london.eater.com/maps/best-chips-fries-london
1,maps,01_maps,252,https://london.eater.com/maps/best-chocolate-london
1,maps,01_maps,253,https://london.eater.com/maps/best-christmas-drinks-london-2018-festive-cocktails
1,maps,01_maps,254,https://london.eater.com/maps/best-christmas-sandwiches-london-2020
1,maps,01_maps,255,https://london.eater.com/maps/best-cookies-london
1,maps,01_maps,256,https://london.eater.com/maps/best-falafel-london
1,maps,01_maps,257,https://london.eater.com/maps/best-fish-and-chips-london
1,maps,01_maps,258,https://london.eater.com/maps/best-fried-chicken-london
1,maps,01_maps,259,https://london.eater.com/maps/best-galette-des-rois-london
1,maps,01_maps,260,https://london.eater.com/maps/best-hot-dogs-london
1,maps,01_maps,261,https://london.eater.com/maps/best-ice-cream-london
1,maps,01_maps,262,https://london.eater.com/maps/best-london-buns-bao-chelsea-morning
1,maps,01_maps,263,https://london.eater.com/maps/best-milkshakes-milk-drinks-london
1,maps,01_maps,264,https://london.eater.com/maps/best-mince-pies-london
1,maps,01_maps,265,https://london.eater.com/maps/best-mithai-shops-london
1,maps,01_maps,266,https://london.eater.com/maps/best-noodle-soups-london-ramen-laksa-pho
1,maps,01_maps,267,https://london.eater.com/maps/best-noodles-london
1,maps,01_maps,268,https://london.eater.com/maps/best-pancakes-london-shrove-tuesday-2022
1,maps,01_maps,269,https://london.eater.com/maps/best-pizza-london
1,maps,01_maps,270,https://london.eater.com/maps/best-places-watch-world-cup-final-london
1,maps,01_maps,271,https://london.eater.com/maps/best-sandwiches-london
1,maps,01_maps,272,https://london.eater.com/maps/best-shawarma-london
1,maps,01_maps,273,https://london.eater.com/maps/best-soft-serve-london
1,maps,01_maps,274,https://london.eater.com/maps/best-sushi-london
1,maps,01_maps,275,https://london.eater.com/maps/best-tea-shops-london
1,maps,01_maps,276,https://london.eater.com/maps/best-tiramisu-italian-dessert-london
1,maps,01_maps,277,https://london.eater.com/maps/classic-london-restaurants
1,maps,01_maps,278,https://london.eater.com/maps/general-election-2019-boris-johnson-family-friendly-restaurants-uxbridge-south-ruislip
1,maps,01_maps,279,https://london.eater.com/maps/general-election-2019-marginal-richmond-park-best-restuarants
1,maps,01_maps,280,https://london.eater.com/maps/hot-items-for-sale-central-london-restaurants-coronavirus-lockdown
1,maps,01_maps,281,https://london.eater.com/maps/imitation-foods-london-restaurants-history
1,maps,01_maps,282,https://london.eater.com/maps/oldest-bakeries-london
1,maps,01_maps,283,https://london.eater.com/maps/oldest-restaurants-london
1,maps,01_maps,284,https://london.eater.com/maps/politicians-favourite-london-restaurants-boris-johnson-jeremy-corbyn-general-election-2019
1,maps,01_maps,285,https://london.eater.com/maps/ramadan-2022-iftar-suhoor-london-restaurants
1,maps,01_maps,286,https://london.eater.com/maps/restaurants-open-christmas-day-london
1,maps,01_maps,287,https://london.eater.com/maps/sustainable-meat-london-restaurants-nose-to-tail-butchers
1,maps,01_maps,288,https://london.eater.com/maps/trendy-restaurants-london-celebrities
1,maps,01_maps,289,https://london.eater.com/maps/watch-football-london-pubs
1,maps,01_maps,290,https://london.eater.com/maps/westfield-london-restaurants-white-city
1,maps,01_maps,291,https://london.eater.com/maps/pie-and-mash-shops-london
1,maps,01_maps,292,https://london.eater.com/maps/suya-west-african-barbecue-yaji-nigeria-ghana-london
1,maps,01_maps,293,https://www.eater.com/maps/the-eater-london-heat-map-where-to-eat-right-now
1,maps,01_maps,294,https://www.eater.com/maps/the-eater-london-heat-map-where-to-eat-right-now-3
1,maps,01_maps,295,https://www.eater.com/maps/london-where-to-eat-map
1,maps,01_maps,296,https://www.eater.com/maps/michelin-star-restaurants-london
1,maps,01_maps,297,https://www.eater.com/maps/best-vegan-restaurants-london
2,london_eater_rest,02_london_eater_rest,298,https://london.eater.com/best-dishes-london-restaurant-meals
2,london_eater_rest,02_london_eater_rest,299,https://london.eater.com/best-food-london-neighbourhoods
2,london_eater_rest,02_london_eater_rest,300,https://london.eater.com/coffee-shops-cafes-london
2,london_eater_rest,02_london_eater_rest,301,https://london.eater.com/london-restaurant-guides
2,london_eater_rest,02_london_eater_rest,302,https://london.eater.com/michelin-stars-london-restaurants
2,london_eater_rest,02_london_eater_rest,303,https://london.eater.com/cheap-eats
2,london_eater_rest,02_london_eater_rest,304,https://london.eater.com/closings
2,london_eater_rest,02_london_eater_rest,305,https://london.eater.com/daily-restaurant-news-london
2,london_eater_rest,02_london_eater_rest,306,https://london.eater.com/delivery
2,london_eater_rest,02_london_eater_rest,307,https://london.eater.com/openings
2,london_eater_rest,02_london_eater_rest,308,https://london.eater.com/pop-ups
2,london_eater_rest,02_london_eater_rest,309,https://london.eater.com/where-to-eat-in-london
2,london_eater_rest,02_london_eater_rest,310,https://london.eater.com/cocktails-beer-wine
2,london_eater_rest,02_london_eater_rest,311,https://london.eater.com/restaurant-reviews-news
2,london_eater_rest,02_london_eater_rest,312,https://london.eater.com/dining-out-london
2,london_eater_rest,02_london_eater_rest,313,https://london.eater.com/london-chefs-news
2,london_eater_rest,02_london_eater_rest,314,https://london.eater.com/london-restaurant-features-longreads
2,london_eater_rest,02_london_eater_rest,315,https://london.eater.com/london-restaurant-history
2,london_eater_rest,02_london_eater_rest,316,https://london.eater.com/expansions
2,london_eater_rest,02_london_eater_rest,317,https://london.eater.com/news
2,london_eater_rest,02_london_eater_rest,318,https://london.eater.com/year-in-eater
2,london_eater_rest,02_london_eater_rest,319,https://london.eater.com/22240273/coronavirus-uk-lockdown-best-restaurants-london-michelin-star-delivery-jks
2,london_eater_rest,02_london_eater_rest,320,https://london.eater.com/2020/5/12/21255805/best-london-restaurant-delivery-lockdown-michelin-starred-gymkhana-trishna-hoppers-bao
2,london_eater_rest,02_london_eater_rest,321,https://london.eater.com/2019/7/16/20696018/atomix-nyc-best-restaurants-michelin-star-lyles-restaurant-london
2,london_eater_rest,02_london_eater_rest,322,https://london.eater.com/2018/9/20/17879288/deliveroo-restaurant-delivery-pricing-the-clove-club-michelin-star-worlds-50-best-new-restaurant
2,london_eater_rest,02_london_eater_rest,323,https://london.eater.com/2017/12/1/16723714/best-food-delivery-london-eater-awards-2017
2,london_eater_rest,02_london_eater_rest,324,https://london.eater.com/2017/10/11/16453548/angela-hartnett-schmaltz-michelin-cooking-london-street-food-london-restaurant-openings
2,london_eater_rest,02_london_eater_rest,325,https://london.eater.com/22586805/best-food-london-restaurants-where-to-eat
